ratinguser,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,ratingprop,good_label,conve_label,impre_label,superb_label,reviewamount,randomrate,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,cleanaccom,landmarknear,,,
8.5,0,0,0,0,0,0,0,1,8.5,0,0,1,0,16,5,0,0,0,0,0,0,1,0,0,1,1,1,Kawah Putih,,,
9.4,0,0,0,0,0,0,0,1,8.5,0,0,1,0,16,5,0,2,0,0,3,0,0,2,0,3,3,1,Kawah Putih,,,
6,0,0,0,1,0,0,0,0,7.1,0,1,0,0,149,5,0,1,0,0,2,0,0,2,0,2,2,1,Kawah Putih,,,
5.1,0,0,0,1,0,0,0,0,7.1,0,1,0,0,149,5,0,0,1,0,0,0,0,1,0,2,2,1,Kawah Putih,,,
6,0,0,0,1,0,0,0,0,7.1,0,1,0,0,149,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8,0,0,0,0,0,0,0,1,7.1,0,1,0,0,149,5,0,0,0,0,0,0,0,0,0,1,1,1,Kawah Putih,,,
10,1,0,0,0,0,0,0,0,8.7,0,0,1,0,1020,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.7,0,0,1,0,1020,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.3,1,0,0,0,0,0,0,0,8.7,0,0,1,0,1020,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.4,1,0,0,0,0,0,0,0,8.7,0,0,1,0,1020,5,0,1,0,0,1,0,1,1,0,1,1,0,Kawah Putih,,,
9.4,1,0,0,0,0,0,0,0,8.7,0,0,1,0,1020,5,0,4,0,0,5,0,1,5,0,7,7,1,Kawah Putih,,,
9.1,1,0,0,0,0,0,0,0,8.7,0,0,1,0,1020,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.7,0,0,0,0,0,0,1,0,8.3,0,0,1,0,99,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.4,0,0,0,0,0,0,1,0,8.3,0,0,1,0,99,5,0,0,0,0,0,0,0,0,1,0,-1,1,Kawah Putih,,,
8.8,0,0,0,0,0,0,1,0,8.3,0,0,1,0,99,5,1,3,1,1,5,0,2,6,0,5,5,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,1,0,8.3,0,0,1,0,99,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8,0,1,0,0,236,5,0,1,0,0,3,0,1,2,0,3,3,1,Kawah Putih,,,
9.4,0,0,0,1,0,0,0,0,8,0,1,0,0,236,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8,0,1,0,0,236,5,0,0,1,0,1,1,0,1,1,2,1,1,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8,0,1,0,0,236,5,1,1,0,0,1,0,1,2,0,5,5,1,Kawah Putih,,,
9.1,0,0,0,1,0,0,0,0,8,0,1,0,0,236,5,0,3,0,0,3,0,1,3,1,5,4,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,2,0,0,3,0,1,2,0,4,4,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,2,1,1,2,1,1,2,2,4,2,1,Kawah Putih,,,
9.4,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,6,4,7,5,5,6,1,6,17,19,2,1,Kawah Putih,,,
8.8,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,0,1,0,0,0,0,1,1,2,1,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
6.1,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,1,2,0,1,2,1,1,3,1,4,3,1,Kawah Putih,,,
6.1,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,2,0,0,2,1,0,3,1,2,1,1,Kawah Putih,,,
10,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,1,1,0,1,0,1,1,1,1,0,0,Kawah Putih,,,
6.9,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,1,1,0,0,2,1,0,3,1,2,1,0,Kawah Putih,,,
9,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,1,0,0,0,0,1,0,0,0,0,0,Kawah Putih,,,
6.6,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,1,0,1,1,1,1,0,2,1,1,0,1,Kawah Putih,,,
8.9,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,3,0,0,4,0,2,3,0,6,6,1,Kawah Putih,,,
8.3,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,1,0,0,2,0,0,0,1,3,2,1,Kawah Putih,,,
10,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1608,5,0,0,0,0,2,0,1,2,0,3,3,1,Kawah Putih,,,
10,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1608,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1608,5,0,2,0,0,1,0,0,1,0,1,1,1,Kawah Putih,,,
8.8,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1608,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.4,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1608,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.4,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1608,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.4,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1608,5,0,1,0,0,1,0,1,1,0,2,2,1,Kawah Putih,,,
9.4,0,0,0,0,0,0,0,1,8.8,0,0,1,0,84,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
7.5,0,0,0,0,0,0,0,1,8.8,0,0,1,0,84,5,0,3,0,0,1,0,0,1,0,2,2,0,Kawah Putih,,,
9.4,0,0,0,0,0,0,0,1,8.8,0,0,1,0,84,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.4,0,0,0,0,0,0,0,1,8.8,0,0,1,0,84,5,0,1,1,0,0,0,0,1,1,0,-1,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.8,0,0,1,0,84,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
10,0,0,0,0,0,0,0,1,8.8,0,0,1,0,84,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.2,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,5,2,0,1,1,0,1,0,0,2,0,-2,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,5,0,1,0,0,1,0,0,0,0,2,2,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,5,0,0,0,0,0,0,0,0,0,1,1,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,5,0,0,1,1,0,1,0,0,1,0,-1,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,7.8,0,1,0,0,270,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,8.4,0,0,1,0,128,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.4,0,0,1,0,128,5,3,0,4,3,0,2,0,0,6,0,-6,0,Kawah Putih,,,
5.5,0,0,0,0,0,0,0,1,8.4,0,0,1,0,128,5,0,0,0,0,1,0,0,1,0,2,2,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,5,0,1,0,0,1,0,1,1,0,1,1,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.1,0,1,0,0,263,5,0,1,0,0,1,0,1,1,0,1,1,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.5,0,0,1,0,170,5,0,1,0,0,2,0,0,2,1,3,2,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,7.6,0,1,0,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
5.5,0,0,0,0,0,0,0,1,7.6,0,1,0,0,31,5,0,0,0,0,1,0,0,1,0,1,1,0,Kawah Putih,,,
6.3,0,0,0,0,0,0,0,1,7.6,0,1,0,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
5.4,0,0,0,0,0,0,0,1,7.6,0,1,0,0,31,5,1,2,0,0,2,0,1,2,0,2,2,0,Kawah Putih,,,
8.8,0,0,0,0,0,0,0,1,7.6,0,1,0,0,31,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
5.4,0,0,0,0,0,0,0,1,7.6,0,1,0,0,31,5,0,2,0,0,3,0,0,3,0,3,3,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,7.8,0,1,0,0,75,5,0,1,0,0,2,0,0,4,0,2,2,1,Kawah Putih,,,
8.3,0,0,0,0,0,0,0,1,7.8,0,1,0,0,75,5,1,1,0,0,3,0,1,4,2,8,6,1,Kawah Putih,,,
5.8,0,0,0,0,0,0,0,1,7.8,0,1,0,0,75,5,2,3,0,2,2,2,1,2,5,4,-1,1,Kawah Putih,,,
9.1,0,0,0,0,0,0,0,1,7.8,0,1,0,0,75,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8,0,0,0,0,0,0,0,1,7.8,0,1,0,0,75,5,0,0,0,0,2,0,0,1,0,4,4,1,Kawah Putih,,,
8,0,0,0,0,0,0,0,1,7.8,0,1,0,0,75,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8,0,0,0,0,0,0,0,1,7.8,0,1,0,0,75,5,0,1,0,0,1,0,1,1,0,1,1,1,Kawah Putih,,,
8,0,0,0,0,0,0,0,1,7.8,0,1,0,0,75,5,0,1,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.7,0,0,1,0,325,5,0,1,0,0,2,0,1,2,0,2,2,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.7,0,0,1,0,325,5,2,4,2,3,4,5,3,7,7,8,1,0,Kawah Putih,,,
9.7,1,0,0,0,0,0,0,0,8.7,0,0,1,0,325,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.7,0,0,1,0,325,5,0,2,0,0,3,0,0,3,0,3,3,0,Kawah Putih,,,
8.4,1,0,0,0,0,0,0,0,8.7,0,0,1,0,325,5,0,1,0,0,1,0,1,1,0,1,1,0,Kawah Putih,,,
10,0,0,0,1,0,0,0,0,8.5,0,0,1,0,7424,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.7,0,0,1,0,0,0,0,0,8.6,0,0,1,0,1635,5,0,1,0,0,1,0,0,1,0,4,4,0,Kawah Putih,,,
9.1,0,0,1,0,0,0,0,0,8.6,0,0,1,0,1635,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.8,0,0,1,0,249,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.8,0,0,0,0,0,0,0,1,8.8,0,0,1,0,249,5,1,1,0,0,1,0,1,2,1,2,1,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.8,0,0,1,0,249,5,1,3,1,0,2,2,1,4,4,4,0,0,Kawah Putih,,,
8,0,0,0,0,0,0,0,1,9,0,0,1,0,139,5,1,5,0,0,4,0,2,4,1,7,6,0,Kawah Putih,,,
9.7,0,0,1,0,0,0,0,0,8.8,0,0,1,0,1170,5,0,0,0,0,1,0,0,1,0,2,2,0,Kawah Putih,,,
9.4,0,0,1,0,0,0,0,0,8.8,0,0,1,0,1170,5,0,1,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.4,0,0,1,0,0,0,0,0,8.8,0,0,1,0,1170,5,0,1,0,0,2,0,0,3,0,3,3,0,Kawah Putih,,,
8.5,0,0,1,0,0,0,0,0,8.8,0,0,1,0,1170,5,0,6,0,0,6,0,3,6,0,8,8,0,Kawah Putih,,,
9.4,0,0,0,1,0,0,0,0,8,0,1,0,0,68,5,1,0,2,0,0,1,0,0,2,0,-2,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8,0,1,0,0,68,5,0,1,1,0,5,1,3,5,1,10,9,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8,0,1,0,0,68,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.1,0,0,0,1,0,0,0,0,8,0,1,0,0,68,5,0,0,1,0,0,0,0,0,1,1,0,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8,0,1,0,0,68,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
6.1,0,0,0,1,0,0,0,0,8,0,1,0,0,68,5,0,1,0,0,1,0,0,1,0,1,1,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,9,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
6.1,1,0,0,0,0,0,0,0,8.7,0,0,1,0,354,5,0,2,0,0,4,0,2,3,0,8,8,0,Kawah Putih,,,
9.1,1,0,0,0,0,0,0,0,8.7,0,0,1,0,354,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.4,1,0,0,0,0,0,0,0,8.7,0,0,1,0,354,5,0,3,1,0,4,0,2,5,1,4,3,0,Kawah Putih,,,
9.7,1,0,0,0,0,0,0,0,8.7,0,0,1,0,354,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
6,1,0,0,0,0,0,0,0,8.7,0,0,1,0,354,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
6.1,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,5,0,1,1,0,2,0,1,2,0,3,3,0,Kawah Putih,,,
5.8,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,5,1,2,1,0,3,0,1,4,2,4,2,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,6.6,1,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.8,1,0,0,0,0,0,0,0,8.5,0,0,1,0,2786,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
10,1,0,0,0,0,0,0,0,8.5,0,0,1,0,2786,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.7,1,0,0,0,0,0,0,0,8.5,0,0,1,0,2786,5,0,2,0,0,2,1,1,3,1,2,1,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.5,0,0,1,0,2786,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.5,0,0,1,0,2786,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.6,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
5.1,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,2,0,0,2,0,0,1,0,2,2,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,0,0,0,0,0,0,0,0,2,2,0,Kawah Putih,,,
8.7,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
4.8,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.3,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,1,0,0,1,0,1,2,0,4,4,0,Kawah Putih,,,
9.7,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.7,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,1,1,0,0,0,0,0,0,1,1,0,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,0,0,0,1,0,2,1,0,3,3,0,Kawah Putih,,,
6,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,0,0,0,1,0,1,2,0,1,1,0,Kawah Putih,,,
10,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,2,0,0,2,0,2,2,0,2,2,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.3,0,0,1,0,305,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.1,0,1,0,0,504,5,0,0,0,0,1,0,0,1,0,2,2,0,Kawah Putih,,,
8.4,0,0,0,0,0,0,0,1,8.1,0,1,0,0,504,5,1,3,2,1,4,3,2,4,2,8,6,0,Kawah Putih,,,
9.1,0,0,0,0,0,0,0,1,8.1,0,1,0,0,504,5,0,1,0,0,1,0,0,2,0,2,2,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,8.1,0,1,0,0,504,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9,0,0,0,0,0,0,0,1,8.1,0,1,0,0,504,5,0,1,0,0,1,0,1,1,0,2,2,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.1,0,1,0,0,504,5,0,2,1,0,3,0,1,4,0,5,5,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.1,0,1,0,0,504,5,0,1,0,0,1,0,0,2,0,2,2,1,Kawah Putih,,,
6,0,0,0,1,0,0,0,0,7.7,0,1,0,0,1730,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
6.2,0,0,0,1,0,0,0,0,7.7,0,1,0,0,1730,5,0,3,0,0,4,0,2,2,0,5,5,1,Kawah Putih,,,
9.1,0,0,0,1,0,0,0,0,7.7,0,1,0,0,1730,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,7.7,0,1,0,0,1730,5,0,1,0,0,2,0,1,2,0,2,2,1,Kawah Putih,,,
8.8,0,0,0,1,0,0,0,0,7.7,0,1,0,0,1730,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,7.7,0,1,0,0,1730,5,0,0,1,0,1,1,0,1,1,5,4,1,Kawah Putih,,,
9.1,0,0,0,1,0,0,0,0,8.3,0,0,1,0,330,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
5.7,0,0,0,1,0,0,0,0,8.3,0,0,1,0,330,5,3,0,4,3,0,2,0,0,6,0,-6,0,Kawah Putih,,,
9.1,0,0,0,1,0,0,0,0,8.3,0,0,1,0,330,5,1,1,0,0,2,0,0,3,3,4,1,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,2,1,1,1,1,1,1,1,1,1,0,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,1,0,2,1,0,2,0,0,3,0,-3,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,0,1,0,0,2,0,0,1,1,7,6,0,Kawah Putih,,,
4.8,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,1,0,0,0,0,0,0,1,2,0,-2,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,0,1,0,0,1,0,1,0,0,2,2,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,8.7,0,0,1,0,291,5,0,1,0,0,1,0,0,0,0,1,1,0,Kawah Putih,,,
6.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,1,1,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,7.5,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.4,0,0,0,1,0,0,0,0,8.3,0,0,1,0,146,5,0,1,0,1,1,1,0,1,1,7,6,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.3,0,0,1,0,146,5,1,1,1,1,2,0,0,1,2,2,0,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.3,0,0,1,0,146,5,1,2,1,0,3,1,1,1,2,9,7,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.3,0,0,1,0,146,5,0,1,0,0,1,0,0,0,0,1,1,0,Kawah Putih,,,
9.4,0,0,0,0,0,0,0,1,9,0,0,1,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
10,0,0,0,0,0,0,0,1,8.3,0,0,1,0,33,5,0,1,0,0,1,0,0,1,1,1,0,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,8.3,0,0,1,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.1,0,0,0,0,0,0,0,1,8.3,0,0,1,0,33,5,0,1,0,0,2,0,0,2,0,2,2,0,Kawah Putih,,,
6.3,0,0,0,0,0,0,0,1,8.3,0,0,1,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.3,0,0,1,0,33,5,0,1,0,0,1,0,0,1,0,1,1,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
6,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,5,0,0,2,1,2,1,0,2,4,3,-1,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1322,5,1,0,0,0,0,0,0,0,0,1,1,0,Kawah Putih,,,
9.4,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1322,5,0,1,0,0,2,0,1,3,0,2,2,1,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1322,5,0,1,0,0,1,0,0,1,0,1,1,1,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1322,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.1,0,0,1,0,0,0,0,0,8.7,0,0,1,0,333,5,0,1,0,0,3,0,1,3,0,4,4,1,Kawah Putih,,,
9.7,0,0,1,0,0,0,0,0,8.7,0,0,1,0,333,5,1,0,0,1,0,1,0,0,1,0,-1,1,Kawah Putih,,,
10,0,0,1,0,0,0,0,0,8.7,0,0,1,0,333,5,0,0,0,0,0,1,0,0,1,0,-1,1,Kawah Putih,,,
9.7,0,0,1,0,0,0,0,0,8.7,0,0,1,0,333,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,0,0,1,0,0,0,0,0,8.7,0,0,1,0,333,5,0,0,0,0,1,0,0,1,0,2,2,1,Kawah Putih,,,
8.9,0,0,1,0,0,0,0,0,8.7,0,0,1,0,333,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.1,0,1,0,0,130,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
7.2,1,0,0,0,0,0,0,0,8.1,0,1,0,0,130,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.1,0,1,0,0,130,5,0,0,0,0,0,0,0,0,0,1,1,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.1,0,1,0,0,130,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
10,1,0,0,0,0,0,0,0,8.1,0,1,0,0,130,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.1,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1190,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.8,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1190,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1190,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
5.8,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1190,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.8,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,0,1,0,0,2,0,1,2,0,3,3,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,0,1,0,0,1,0,0,1,0,1,1,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,2,1,1,1,1,2,0,1,5,1,-4,0,Kawah Putih,,,
9.1,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,0,2,0,0,2,0,0,1,0,2,2,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,0,1,0,0,4,0,0,3,0,8,8,0,Kawah Putih,,,
6,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
6.4,0,0,0,1,0,0,0,0,8.1,0,1,0,0,614,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
6.2,0,0,0,1,0,0,0,0,8.1,0,1,0,0,614,5,0,1,0,0,2,0,0,2,0,2,2,0,Kawah Putih,,,
8.8,0,0,0,1,0,0,0,0,8.1,0,1,0,0,614,5,1,0,1,1,0,1,0,0,3,0,-3,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.1,0,1,0,0,614,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.1,0,1,0,0,614,5,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.1,0,1,0,0,614,5,0,1,0,0,1,0,1,1,0,1,1,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.6,0,0,1,0,5060,5,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
